Time,Primary,Secondary,LED
0.0083,-57.0068359375,-40.313720703125,0.0
0.008400000000000001,-60.302734375,-40.34423828125,-0.0006103515625
0.0085,-47.8515625,-40.283203125,-0.0006103515625
0.0086,-54.19921875,-40.34423828125,0.00030517578125
0.0087,-52.6123046875,-40.374755859375,0.0
0.0088,-52.3681640625,-40.4052734375,-0.0006103515625
0.0089,-56.396484375,-40.313720703125,-0.00030517578125
0.009,-59.814453125,-40.374755859375,0.0
0.0091,-54.443359375,-40.34423828125,-0.00030517578125
0.0092,-53.1005859375,-40.22216796875,-0.00030517578125
0.009300000000000001,-59.08203125,-40.4052734375,0.0
0.0094,-52.734375,-40.4052734375,-0.00030517578125
0.0095,-54.6875,-40.313720703125,0.00030517578125
0.0096,-50.6591796875,-40.374755859375,0.0
0.009699999999999999,-56.396484375,-40.4052734375,0.0
0.009800000000000001,-55.6640625,-40.283203125,0.00030517578125
0.0099,-56.15234375,-40.22216796875,-0.00030517578125
0.01,-56.5185546875,-40.313720703125,0.00030517578125
0.0101,-54.443359375,-40.46630859375,-0.00030517578125
0.010199999999999999,-52.734375,-40.313720703125,0.0
0.0103,-52.734375,-40.34423828125,0.0
0.0104,-51.26953125,-40.374755859375,0.00030517578125
0.0105,-54.3212890625,-40.374755859375,-0.00030517578125
0.0106,-55.2978515625,-40.252685546875,0.00030517578125
0.0107,-54.19921875,-40.252685546875,-0.00091552734375
0.0108,-58.7158203125,-40.374755859375,-0.00030517578125
0.0109,-54.19921875,-40.374755859375,0.00030517578125
0.011,-63.1103515625,-40.313720703125,0.00030517578125
0.0111,-52.6123046875,-40.22216796875,-0.00030517578125
0.0112,-59.2041015625,-40.191650390625,0.0
0.011300000000000001,-54.931640625,-40.313720703125,-0.0006103515625
0.0114,-54.19921875,-40.374755859375,0.0
0.0115,-52.978515625,-40.4052734375,-0.00030517578125
0.0116,-50.29296875,-40.283203125,0.0
0.011699999999999999,-58.10546875,-40.374755859375,-0.00030517578125
0.011800000000000001,-56.7626953125,-40.22216796875,-0.00030517578125
0.0119,-56.640625,-40.22216796875,-0.00030517578125
0.012,-54.0771484375,-40.313720703125,-0.00030517578125
0.0121,-54.931640625,-40.34423828125,0.0
0.012199999999999999,-54.931640625,-40.374755859375,0.0
0.0123,-56.396484375,-40.313720703125,-0.00030517578125
0.0124,-52.8564453125,-40.252685546875,0.00030517578125
0.0125,-55.0537109375,-40.283203125,-0.0006103515625
0.0126,-54.6875,-40.374755859375,-0.00030517578125
0.0127,-53.22265625,-40.374755859375,-0.0006103515625
0.0128,-53.3447265625,-40.374755859375,-0.0006103515625
0.0129,-50.1708984375,-40.435791015625,0.00030517578125
0.013,-53.7109375,-40.34423828125,0.00030517578125
0.013099999999999999,-53.1005859375,-40.313720703125,0.0
0.0132,-55.2978515625,-40.313720703125,0.00030517578125
0.013300000000000001,-54.8095703125,-40.283203125,-0.00030517578125
0.0134,-50.29296875,-40.4052734375,0.0
0.0135,-55.0537109375,-40.4052734375,-0.00030517578125
0.0136,-58.2275390625,-40.4052734375,0.00030517578125
0.013699999999999999,-55.6640625,-40.283203125,-0.00030517578125
0.013800000000000002,-54.19921875,-40.283203125,0.0
0.013900000000000001,-53.3447265625,-40.313720703125,0.0
0.014,-54.931640625,-40.313720703125,0.0
0.0141,-50.9033203125,-40.435791015625,0.0
0.014199999999999999,-52.6123046875,-40.313720703125,-0.00030517578125
0.0143,-53.5888671875,-40.34423828125,-0.00030517578125
0.0144,-49.9267578125,-40.22216796875,0.0
0.0145,-57.6171875,-40.313720703125,-0.00030517578125
0.0146,-52.6123046875,-40.313720703125,-0.0006103515625
0.0147,-56.396484375,-40.34423828125,-0.00030517578125
0.0148,-59.5703125,-40.4052734375,0.00030517578125
0.0149,-53.8330078125,-40.252685546875,-0.00030517578125
0.015,-53.7109375,-40.34423828125,0.0
0.015099999999999999,-50.6591796875,-40.252685546875,0.0
0.0152,-55.0537109375,-40.34423828125,-0.00030517578125
0.015300000000000001,-53.955078125,-40.34423828125,0.00030517578125
0.0154,-56.0302734375,-40.374755859375,0.0
0.0155,-57.9833984375,-40.313720703125,0.0
0.0156,-57.373046875,-40.34423828125,0.00030517578125
0.0157,-54.0771484375,-40.34423828125,-0.00030517578125
0.0158,-57.0068359375,-40.313720703125,0.00030517578125
0.0159,-55.17578125,-40.4052734375,0.00030517578125
0.016,-51.3916015625,-40.374755859375,-0.00030517578125
0.0161,-54.6875,-40.283203125,-0.00030517578125
0.0162,-52.1240234375,-40.22216796875,-0.0006103515625
0.016300000000000002,-58.10546875,-40.191650390625,0.0
0.016399999999999998,-50.9033203125,-40.34423828125,0.0
0.0165,-59.9365234375,-40.374755859375,0.00030517578125
0.0166,-57.7392578125,-40.4052734375,0.0
0.0167,-51.025390625,-40.252685546875,0.0
0.016800000000000002,-58.10546875,-40.313720703125,0.0
0.0169,-54.5654296875,-40.313720703125,-0.00030517578125
0.017,-55.908203125,-40.283203125,-0.00030517578125
0.0171,-57.0068359375,-40.313720703125,-0.0006103515625
0.0172,-58.7158203125,-40.283203125,-0.0006103515625
0.0173,-54.19921875,-40.22216796875,-0.0006103515625
0.0174,-57.861328125,-40.34423828125,-0.0006103515625
0.0175,-55.7861328125,-40.374755859375,0.0
0.0176,-57.373046875,-40.313720703125,-0.00030517578125
0.0177,-59.4482421875,-40.46630859375,-0.00030517578125
0.0178,-58.2275390625,-40.4052734375,-0.00030517578125
0.0179,-57.4951171875,-40.283203125,-0.00030517578125
0.018,-57.7392578125,-40.34423828125,0.00030517578125
0.0181,-56.884765625,-40.374755859375,0.0
0.0182,-56.396484375,-40.34423828125,-0.00030517578125
0.0183,-54.5654296875,-40.435791015625,0.00030517578125
0.0184,-53.1005859375,-40.374755859375,-0.00030517578125
0.0185,-58.59375,-40.313720703125,0.0
0.018600000000000002,-59.6923828125,-40.34423828125,-0.00030517578125
0.018699999999999998,-56.2744140625,-40.374755859375,-0.00030517578125
0.0188,-57.7392578125,-40.374755859375,-0.00030517578125
0.0189,-54.6875,-40.435791015625,0.0
0.019,-57.7392578125,-40.435791015625,0.00030517578125
0.019100000000000002,-57.861328125,-40.283203125,0.00030517578125
0.0192,-55.7861328125,-40.34423828125,-0.00030517578125
0.0193,-52.8564453125,-40.4052734375,0.0
0.019399999999999997,-54.19921875,-40.496826171875,0.00030517578125
0.0195,-51.6357421875,-40.313720703125,0.0
0.019600000000000003,-55.419921875,-40.313720703125,-0.00030517578125
0.0197,-55.7861328125,-40.313720703125,-0.00030517578125
0.0198,-57.12890625,-40.496826171875,0.0
0.019899999999999998,-57.12890625,-40.435791015625,0.0
0.02,-52.978515625,-40.374755859375,0.0006103515625
0.0201,-51.3916015625,-40.313720703125,0.0006103515625
0.0202,-60.546875,-40.34423828125,0.00030517578125
0.020300000000000002,-56.0302734375,-40.4052734375,-0.00030517578125
0.020399999999999998,-53.8330078125,-40.34423828125,0.0
0.0205,-53.1005859375,-40.374755859375,0.0
0.0206,-58.10546875,-40.34423828125,0.00030517578125
0.0207,-57.373046875,-40.34423828125,0.0
0.0208,-53.3447265625,-40.34423828125,-0.00030517578125
0.0209,-55.5419921875,-40.374755859375,0.00030517578125
0.021,-54.19921875,-40.4052734375,-0.00030517578125
0.0211,-54.3212890625,-40.34423828125,-0.00030517578125
0.0212,-56.5185546875,-40.252685546875,0.0
0.0213,-55.17578125,-40.313720703125,-0.00030517578125
0.0214,-56.396484375,-40.374755859375,0.0006103515625
0.0215,-55.908203125,-40.313720703125,0.0
0.0216,-58.837890625,-40.34423828125,0.0
0.0217,-61.03515625,-40.252685546875,0.0
0.0218,-52.24609375,-40.252685546875,-0.00030517578125
0.0219,-53.7109375,-40.4052734375,-0.00030517578125
0.022,-54.931640625,-40.374755859375,-0.0006103515625
0.0221,-56.0302734375,-40.374755859375,0.00030517578125
0.0222,-56.640625,-40.34423828125,0.00030517578125
0.0223,-55.7861328125,-40.252685546875,0.0006103515625
0.0224,-56.0302734375,-40.34423828125,-0.00030517578125
0.0225,-51.3916015625,-40.374755859375,0.00030517578125
0.022600000000000002,-60.1806640625,-40.435791015625,-0.0006103515625
0.022699999999999998,-53.22265625,-40.313720703125,0.0
0.0228,-51.8798828125,-40.313720703125,0.0
0.0229,-58.7158203125,-40.313720703125,-0.00030517578125
0.023,-55.6640625,-40.34423828125,-0.0006103515625
0.023100000000000002,-51.1474609375,-40.374755859375,0.00030517578125
0.0232,-59.2041015625,-40.313720703125,0.00030517578125
0.0233,-58.10546875,-40.34423828125,0.0
0.023399999999999997,-54.0771484375,-40.34423828125,0.0
0.0235,-58.9599609375,-40.374755859375,-0.0006103515625
0.023600000000000003,-56.640625,-40.374755859375,0.00030517578125
0.0237,-55.2978515625,-40.34423828125,-0.0006103515625
0.0238,-58.59375,-40.34423828125,-0.0006103515625
0.023899999999999998,-52.490234375,-40.313720703125,0.00030517578125
0.024,-52.001953125,-40.34423828125,0.00030517578125
0.0241,-58.2275390625,-40.4052734375,-0.00030517578125
0.0242,-53.1005859375,-40.374755859375,-0.00030517578125
0.024300000000000002,-52.001953125,-40.374755859375,0.0
0.024399999999999998,-55.17578125,-40.34423828125,0.0
0.0245,-53.955078125,-40.34423828125,-0.00030517578125
0.0246,-56.5185546875,-40.374755859375,0.0
0.0247,-60.1806640625,-40.374755859375,-0.00030517578125
0.0248,-58.59375,-40.283203125,0.0
0.0249,-56.396484375,-40.313720703125,0.0
0.025,-58.2275390625,-40.435791015625,-0.0006103515625
0.0251,-59.08203125,-40.374755859375,-0.00030517578125
0.0252,-52.1240234375,-40.34423828125,0.0
0.0253,-60.05859375,-40.4052734375,-0.00030517578125
0.0254,-58.9599609375,-40.283203125,-0.0006103515625
0.0255,-55.17578125,-40.374755859375,-0.0006103515625
0.0256,-60.05859375,-40.4052734375,-0.00030517578125
0.0257,-54.8095703125,-40.4052734375,-0.00030517578125
0.0258,-57.6171875,-40.313720703125,0.0
0.0259,-54.5654296875,-40.313720703125,0.0
0.026,-61.03515625,-40.34423828125,0.00030517578125
0.0261,-57.7392578125,-40.252685546875,0.0
0.026199999999999998,-55.0537109375,-40.283203125,0.0006103515625
0.0263,-59.9365234375,-40.283203125,0.00030517578125
0.0264,-49.6826171875,-40.252685546875,0.00030517578125
0.0265,-58.10546875,-40.313720703125,0.00030517578125
0.026600000000000002,-58.10546875,-40.374755859375,0.00030517578125
0.026699999999999998,-57.861328125,-40.313720703125,0.00030517578125
0.0268,-52.978515625,-40.22216796875,0.0
0.0269,-55.2978515625,-40.313720703125,0.0
0.027,-55.7861328125,-40.374755859375,0.0
0.027100000000000003,-56.15234375,-40.374755859375,-0.00030517578125
0.0272,-61.1572265625,-40.22216796875,0.0
0.0273,-58.7158203125,-40.313720703125,0.0
0.027399999999999997,-58.59375,-40.4052734375,-0.00030517578125
0.0275,-56.5185546875,-40.4052734375,0.00030517578125
0.027600000000000003,-56.15234375,-40.252685546875,-0.00030517578125
0.0277,-55.6640625,-40.252685546875,0.0
0.027800000000000002,-62.5,-40.34423828125,-0.0006103515625
0.027899999999999998,-57.0068359375,-40.46630859375,0.00030517578125
0.028,-58.9599609375,-40.374755859375,-0.0006103515625
0.0281,-56.2744140625,-40.252685546875,0.0
0.0282,-55.5419921875,-40.313720703125,-0.00030517578125
0.028300000000000002,-50.537109375,-40.34423828125,-0.00030517578125
0.028399999999999998,-61.03515625,-40.4052734375,-0.00030517578125
0.0285,-53.5888671875,-40.4052734375,0.0
0.0286,-52.24609375,-40.313720703125,-0.00030517578125
0.0287,-59.5703125,-40.313720703125,-0.00030517578125
0.0288,-55.5419921875,-40.283203125,0.0
0.0289,-56.2744140625,-40.313720703125,0.00030517578125
0.029,-61.4013671875,-40.283203125,-0.00030517578125
0.0291,-56.0302734375,-40.374755859375,-0.00030517578125
0.0292,-56.640625,-40.435791015625,-0.0006103515625
0.0293,-54.443359375,-40.4052734375,-0.0006103515625
0.0294,-55.908203125,-40.34423828125,0.0
0.0295,-63.3544921875,-40.313720703125,-0.00030517578125
0.0296,-59.5703125,-40.313720703125,-0.00030517578125
0.0297,-53.955078125,-40.46630859375,-0.00030517578125
0.0298,-57.7392578125,-40.34423828125,-0.00030517578125
0.0299,-55.2978515625,-40.313720703125,-0.0006103515625
0.03,-58.4716796875,-40.374755859375,-0.00030517578125
0.030100000000000002,-56.396484375,-40.374755859375,-0.00030517578125
0.030199999999999998,-57.7392578125,-40.435791015625,-0.0006103515625
0.0303,-57.0068359375,-40.34423828125,0.0
0.0304,-56.396484375,-40.374755859375,-0.00030517578125
0.0305,-58.2275390625,-40.435791015625,-0.0006103515625
0.030600000000000002,-59.5703125,-40.374755859375,-0.00030517578125
0.030699999999999998,-59.814453125,-40.4052734375,0.0
0.0308,-58.7158203125,-40.374755859375,-0.0006103515625
0.030899999999999997,-53.1005859375,-40.374755859375,0.00030517578125
0.031,-57.0068359375,-40.252685546875,-0.00030517578125
0.031100000000000003,-51.26953125,-40.34423828125,-0.00030517578125
0.0312,-57.7392578125,-40.34423828125,0.0
0.0313,-56.2744140625,-40.374755859375,-0.00030517578125
0.0314,-61.03515625,-40.374755859375,-0.00030517578125
0.0315,-51.8798828125,-40.313720703125,0.00030517578125
0.0316,-53.8330078125,-40.34423828125,0.00030517578125
0.0317,-58.9599609375,-40.283203125,-0.00030517578125
0.0318,-60.05859375,-40.34423828125,-0.0006103515625
0.0319,-53.466796875,-40.34423828125,0.00030517578125
0.032,-60.6689453125,-40.4052734375,0.00030517578125
0.032100000000000004,-60.05859375,-40.374755859375,-0.00030517578125
0.0322,-56.5185546875,-40.283203125,0.00030517578125
0.032299999999999995,-58.59375,-40.252685546875,-0.00030517578125
0.0324,-57.861328125,-40.22216796875,-0.00030517578125
0.0325,-61.767578125,-40.435791015625,0.0
0.032600000000000004,-54.5654296875,-40.374755859375,0.0
0.0327,-60.05859375,-40.4052734375,0.0
0.032799999999999996,-60.546875,-40.313720703125,0.0
0.0329,-60.1806640625,-40.22216796875,0.0
0.033,-59.4482421875,-40.34423828125,-0.00030517578125
0.033100000000000004,-56.2744140625,-40.313720703125,0.0
0.0332,-60.791015625,-40.313720703125,-0.00030517578125
0.033299999999999996,-55.7861328125,-40.374755859375,-0.00030517578125
0.0334,-56.2744140625,-40.313720703125,0.0
0.0335,-57.861328125,-40.313720703125,0.00030517578125
0.033600000000000005,-54.3212890625,-40.313720703125,-0.0006103515625
0.0337,-55.2978515625,-40.435791015625,-0.0006103515625
0.0338,-61.767578125,-40.4052734375,0.0
0.0339,-53.22265625,-40.283203125,0.00030517578125
0.034,-62.255859375,-40.313720703125,0.00030517578125
0.0341,-63.232421875,-40.252685546875,-0.0006103515625
0.0342,-55.5419921875,-40.34423828125,0.0
0.0343,-56.396484375,-40.4052734375,-0.00030517578125
0.0344,-52.3681640625,-40.34423828125,0.0
0.0345,-53.466796875,-40.283203125,-0.00030517578125
0.0346,-53.466796875,-40.435791015625,-0.0006103515625
0.0347,-58.2275390625,-40.374755859375,0.00030517578125
0.0348,-51.1474609375,-40.4052734375,-0.00030517578125
0.0349,-57.2509765625,-40.496826171875,0.00030517578125
0.035,-55.5419921875,-40.435791015625,-0.00030517578125
0.0351,-61.8896484375,-40.252685546875,0.00030517578125
0.0352,-55.2978515625,-40.283203125,0.0
0.0353,-53.3447265625,-40.34423828125,-0.00030517578125
0.0354,-53.5888671875,-40.313720703125,0.0006103515625
0.0355,-59.2041015625,-40.46630859375,-0.00030517578125
0.0356,-56.884765625,-40.34423828125,0.0
0.0357,-56.0302734375,-40.283203125,0.0
0.0358,-56.7626953125,-40.283203125,-0.00091552734375
0.0359,-56.7626953125,-40.435791015625,-0.00030517578125
0.036,-58.10546875,-40.435791015625,0.0
0.0361,-61.4013671875,-40.374755859375,-0.0006103515625
0.0362,-54.443359375,-40.252685546875,0.00091552734375
0.0363,-57.861328125,-40.283203125,0.0006103515625
0.0364,-53.466796875,-40.435791015625,-0.00030517578125
0.0365,-54.19921875,-40.4052734375,0.0
0.0366,-55.7861328125,-40.374755859375,-0.00030517578125
0.0367,-57.7392578125,-40.34423828125,0.0006103515625
0.0368,-58.9599609375,-40.313720703125,0.0
0.036899999999999995,-59.2041015625,-40.283203125,-0.0006103515625
0.037,-55.2978515625,-40.313720703125,0.00030517578125
0.0371,-57.373046875,-40.34423828125,0.0
0.037200000000000004,-56.640625,-40.34423828125,-0.00030517578125
0.0373,-57.9833984375,-40.34423828125,0.0
0.037399999999999996,-55.419921875,-40.34423828125,0.00030517578125
0.0375,-58.837890625,-40.313720703125,-0.00030517578125
0.0376,-52.978515625,-40.435791015625,-0.00030517578125
0.037700000000000004,-55.419921875,-40.374755859375,-0.00030517578125
0.0378,-56.884765625,-40.283203125,0.00030517578125
0.037899999999999996,-54.5654296875,-40.374755859375,0.0006103515625
0.038,-57.861328125,-40.34423828125,-0.00030517578125
0.0381,-54.931640625,-40.435791015625,-0.00030517578125
0.038200000000000005,-52.734375,-40.4052734375,-0.00030517578125
0.038299999999999994,-55.5419921875,-40.252685546875,0.00030517578125
0.0384,-55.2978515625,-40.313720703125,-0.0006103515625
0.0385,-59.4482421875,-40.283203125,-0.00030517578125
0.0386,-55.0537109375,-40.34423828125,0.00030517578125
0.038700000000000005,-53.22265625,-40.4052734375,-0.00030517578125
0.038799999999999994,-58.59375,-40.34423828125,-0.00030517578125
0.0389,-62.6220703125,-40.34423828125,-0.00030517578125
0.039,-54.5654296875,-40.313720703125,-0.00030517578125
0.0391,-57.4951171875,-40.283203125,0.0
0.039200000000000006,-52.3681640625,-40.34423828125,-0.0006103515625
0.039299999999999995,-57.861328125,-40.313720703125,0.0
0.0394,-58.837890625,-40.374755859375,0.00030517578125
0.0395,-55.419921875,-40.34423828125,-0.0006103515625
0.0396,-56.884765625,-40.34423828125,-0.00030517578125
0.039700000000000006,-57.9833984375,-40.313720703125,0.0
0.039799999999999995,-56.884765625,-40.313720703125,-0.0006103515625
0.0399,-52.8564453125,-40.313720703125,0.0
0.04,-54.3212890625,-40.34423828125,0.0
0.040100000000000004,-54.6875,-40.374755859375,0.0006103515625
0.0402,-57.373046875,-40.374755859375,-0.00030517578125
0.040299999999999996,-55.6640625,-40.435791015625,0.0
0.0404,-56.884765625,-40.374755859375,0.0
0.0405,-56.884765625,-40.252685546875,-0.00030517578125
0.040600000000000004,-57.373046875,-40.34423828125,0.00030517578125
0.0407,-54.6875,-40.313720703125,-0.0006103515625
0.040799999999999996,-56.884765625,-40.283203125,0.0
0.0409,-53.1005859375,-40.374755859375,0.0
0.041,-49.6826171875,-40.4052734375,-0.00030517578125
0.041100000000000005,-59.326171875,-40.4052734375,-0.00030517578125
0.0412,-62.1337890625,-40.374755859375,-0.00030517578125
0.041299999999999996,-53.466796875,-40.374755859375,0.0
0.0414,-55.2978515625,-40.252685546875,-0.00030517578125
0.0415,-58.837890625,-40.34423828125,0.00030517578125
0.0416,-55.7861328125,-40.34423828125,-0.00030517578125
0.0417,-61.4013671875,-40.374755859375,0.0
0.0418,-54.8095703125,-40.374755859375,0.00030517578125
0.0419,-55.0537109375,-40.4052734375,0.00030517578125
0.042,-58.2275390625,-40.22216796875,0.0
0.0421,-56.640625,-40.252685546875,0.0
0.0422,-55.7861328125,-40.374755859375,0.0006103515625
0.0423,-55.908203125,-40.283203125,-0.00030517578125
0.0424,-52.24609375,-40.374755859375,0.0
0.0425,-60.1806640625,-40.4052734375,-0.00030517578125
0.0426,-57.0068359375,-40.313720703125,0.0
0.0427,-56.0302734375,-40.283203125,0.0
0.0428,-57.7392578125,-40.283203125,0.00030517578125
0.0429,-52.001953125,-40.313720703125,0.00030517578125
0.043,-61.1572265625,-40.252685546875,-0.00030517578125
0.0431,-53.22265625,-40.34423828125,0.00030517578125
0.0432,-56.7626953125,-40.4052734375,0.0006103515625
0.0433,-52.8564453125,-40.283203125,0.0
0.0434,-54.5654296875,-40.283203125,0.0
0.0435,-56.396484375,-40.374755859375,0.00091552734375
0.0436,-58.7158203125,-40.252685546875,-0.00030517578125
0.0437,-55.908203125,-40.252685546875,0.0
0.0438,-54.19921875,-40.313720703125,-0.00030517578125
0.0439,-52.6123046875,-40.374755859375,0.0
0.044,-58.10546875,-40.34423828125,0.00030517578125
0.0441,-56.0302734375,-40.22216796875,-0.00030517578125
0.0442,-56.7626953125,-40.191650390625,0.0
0.0443,-56.396484375,-40.252685546875,-0.00030517578125
0.0444,-55.6640625,-40.313720703125,0.0006103515625
0.0445,-53.1005859375,-40.4052734375,0.0006103515625
0.0446,-57.0068359375,-40.313720703125,0.00030517578125
0.044700000000000004,-56.396484375,-40.252685546875,-0.00030517578125
0.0448,-62.01171875,-40.313720703125,-0.00030517578125
0.044899999999999995,-56.0302734375,-40.34423828125,-0.0006103515625
0.045,-59.2041015625,-40.374755859375,0.0
0.0451,-57.4951171875,-40.374755859375,0.00030517578125
0.045200000000000004,-53.8330078125,-40.374755859375,0.00030517578125
0.0453,-50.9033203125,-40.34423828125,-0.00030517578125
0.045399999999999996,-57.0068359375,-40.22216796875,0.00030517578125
0.0455,-55.5419921875,-40.313720703125,-0.0006103515625
0.0456,-57.0068359375,-40.34423828125,0.0
0.045700000000000005,-56.2744140625,-40.4052734375,-0.00030517578125
0.0458,-55.2978515625,-40.34423828125,0.0
0.045899999999999996,-58.4716796875,-40.252685546875,0.0
0.046,-57.373046875,-40.313720703125,-0.00030517578125
0.0461,-59.326171875,-40.34423828125,0.00030517578125
0.046200000000000005,-54.6875,-40.252685546875,0.0
0.046299999999999994,-54.8095703125,-40.34423828125,0.0
0.0464,-53.1005859375,-40.4052734375,0.00030517578125
0.0465,-58.9599609375,-40.34423828125,0.0006103515625
0.0466,-57.373046875,-40.34423828125,0.0
0.046700000000000005,-59.326171875,-40.252685546875,0.00030517578125
0.046799999999999994,-57.2509765625,-40.374755859375,0.0006103515625
0.0469,-55.2978515625,-40.34423828125,0.0
0.047,-56.5185546875,-40.374755859375,0.0
0.0471,-53.7109375,-40.374755859375,-0.00030517578125
0.047200000000000006,-57.373046875,-40.313720703125,0.0006103515625
0.047299999999999995,-58.2275390625,-40.313720703125,0.0
0.0474,-54.931640625,-40.22216796875,-0.00030517578125
0.0475,-46.875,-40.374755859375,0.0006103515625
0.0476,-59.326171875,-40.4052734375,-0.00030517578125
0.047700000000000006,-55.419921875,-40.4052734375,-0.00030517578125
0.047799999999999995,-57.2509765625,-40.34423828125,0.0
0.0479,-56.396484375,-40.313720703125,0.0
0.048,-52.978515625,-40.313720703125,0.0
0.048100000000000004,-52.3681640625,-40.34423828125,0.00030517578125
0.0482,-55.908203125,-40.435791015625,0.0
0.048299999999999996,-51.513671875,-40.313720703125,0.0
0.0484,-52.6123046875,-40.4052734375,-0.0006103515625
0.0485,-53.8330078125,-40.252685546875,-0.00030517578125
0.048600000000000004,-56.396484375,-40.34423828125,-0.00030517578125
0.0487,-60.1806640625,-40.374755859375,0.0
0.048799999999999996,-50.537109375,-40.34423828125,0.0
0.0489,-55.908203125,-40.4052734375,-0.00030517578125
0.049,-55.2978515625,-40.283203125,0.00030517578125
